Abnormal_organ_growth;General_disorders_and_administration_site_conditions
Abnormal_organ_growth;General_disorders_and_administration_site_conditions
Abnormal_organ_maturation;General_disorders_and_administration_site_conditions
Abnormal_organ_maturation;General_disorders_and_administration_site_conditions
Abscess_sterile;General_disorders_and_administration_site_conditions
Absence_of_immediate_treatment_response;General_disorders_and_administration_site_conditions
Accidental_death;General_disorders_and_administration_site_conditions
Accidental_death;General_disorders_and_administration_site_conditions
Acute_phase_reaction;General_disorders_and_administration_site_conditions
Adhesion;General_disorders_and_administration_site_conditions
Administration_site_abscess_sterile;General_disorders_and_administration_site_conditions
Administration_site_abscess_sterile;General_disorders_and_administration_site_conditions
Administration_site_acne;General_disorders_and_administration_site_conditions
Administration_site_acne;General_disorders_and_administration_site_conditions
Administration_site_acne;General_disorders_and_administration_site_conditions
Administration_site_anaesthesia;General_disorders_and_administration_site_conditions
Administration_site_anaesthesia;General_disorders_and_administration_site_conditions
Administration_site_anaesthesia;General_disorders_and_administration_site_conditions
Administration_site_atrophy;General_disorders_and_administration_site_conditions
Administration_site_atrophy;General_disorders_and_administration_site_conditions
Administration_site_bruise;General_disorders_and_administration_site_conditions
Administration_site_bruise;General_disorders_and_administration_site_conditions
Administration_site_bruise;General_disorders_and_administration_site_conditions
Administration_site_bruise;General_disorders_and_administration_site_conditions
Administration_site_calcification;General_disorders_and_administration_site_conditions
Administration_site_calcification;General_disorders_and_administration_site_conditions
Administration_site_coldness;General_disorders_and_administration_site_conditions
Administration_site_coldness;General_disorders_and_administration_site_conditions
Administration_site_cyst;General_disorders_and_administration_site_conditions
Administration_site_cyst;General_disorders_and_administration_site_conditions
Administration_site_cyst;General_disorders_and_administration_site_conditions
Administration_site_dermatitis;General_disorders_and_administration_site_conditions
Administration_site_dermatitis;General_disorders_and_administration_site_conditions
Administration_site_dermatitis;General_disorders_and_administration_site_conditions
Administration_site_discharge;General_disorders_and_administration_site_conditions
Administration_site_discharge;General_disorders_and_administration_site_conditions
Administration_site_discharge;General_disorders_and_administration_site_conditions
Administration_site_discolouration;General_disorders_and_administration_site_conditions
Administration_site_discolouration;General_disorders_and_administration_site_conditions
Administration_site_discolouration;General_disorders_and_administration_site_conditions
Administration_site_discomfort;General_disorders_and_administration_site_conditions
Administration_site_discomfort;General_disorders_and_administration_site_conditions
Administration_site_dryness;General_disorders_and_administration_site_conditions
Administration_site_dryness;General_disorders_and_administration_site_conditions
Administration_site_dryness;General_disorders_and_administration_site_conditions
Administration_site_dysaesthesia;General_disorders_and_administration_site_conditions
Administration_site_dysaesthesia;General_disorders_and_administration_site_conditions
Administration_site_dysaesthesia;General_disorders_and_administration_site_conditions
Administration_site_eczema;General_disorders_and_administration_site_conditions
Administration_site_eczema;General_disorders_and_administration_site_conditions
Administration_site_eczema;General_disorders_and_administration_site_conditions
Administration_site_erosion;General_disorders_and_administration_site_conditions
Administration_site_erosion;General_disorders_and_administration_site_conditions
Administration_site_erosion;General_disorders_and_administration_site_conditions
Administration_site_erythema;General_disorders_and_administration_site_conditions
Administration_site_erythema;General_disorders_and_administration_site_conditions
Administration_site_erythema;General_disorders_and_administration_site_conditions
Administration_site_exfoliation;General_disorders_and_administration_site_conditions
Administration_site_exfoliation;General_disorders_and_administration_site_conditions
Administration_site_exfoliation;General_disorders_and_administration_site_conditions
Administration_site_extravasation;General_disorders_and_administration_site_conditions
Administration_site_extravasation;General_disorders_and_administration_site_conditions
Administration_site_fibrosis;General_disorders_and_administration_site_conditions
Administration_site_fibrosis;General_disorders_and_administration_site_conditions
Administration_site_granuloma;General_disorders_and_administration_site_conditions
Administration_site_granuloma;General_disorders_and_administration_site_conditions
Administration_site_granuloma;General_disorders_and_administration_site_conditions
Administration_site_haematoma;General_disorders_and_administration_site_conditions
Administration_site_haematoma;General_disorders_and_administration_site_conditions
Administration_site_haematoma;General_disorders_and_administration_site_conditions
Administration_site_haemorrhage;General_disorders_and_administration_site_conditions
Administration_site_haemorrhage;General_disorders_and_administration_site_conditions
Administration_site_haemorrhage;General_disorders_and_administration_site_conditions
Administration_site_hyperaesthesia;General_disorders_and_administration_site_conditions
Administration_site_hyperaesthesia;General_disorders_and_administration_site_conditions
Administration_site_hyperaesthesia;General_disorders_and_administration_site_conditions
Administration_site_hypersensitivity;General_disorders_and_administration_site_conditions
Administration_site_hypersensitivity;General_disorders_and_administration_site_conditions
Administration_site_hypersensitivity;General_disorders_and_administration_site_conditions
Administration_site_hypertrichosis;General_disorders_and_administration_site_conditions
Administration_site_hypertrichosis;General_disorders_and_administration_site_conditions
Administration_site_hypertrichosis;General_disorders_and_administration_site_conditions
Administration_site_hypertrophy;General_disorders_and_administration_site_conditions
Administration_site_hypertrophy;General_disorders_and_administration_site_conditions
Administration_site_hypoaesthesia;General_disorders_and_administration_site_conditions
Administration_site_hypoaesthesia;General_disorders_and_administration_site_conditions
Administration_site_hypoaesthesia;General_disorders_and_administration_site_conditions
Administration_site_indentation;General_disorders_and_administration_site_conditions
Administration_site_indentation;General_disorders_and_administration_site_conditions
Administration_site_indentation;General_disorders_and_administration_site_conditions
Administration_site_induration;General_disorders_and_administration_site_conditions
Administration_site_induration;General_disorders_and_administration_site_conditions
Administration_site_inflammation;General_disorders_and_administration_site_conditions
Administration_site_inflammation;General_disorders_and_administration_site_conditions
Administration_site_injury;General_disorders_and_administration_site_conditions
Administration_site_injury;General_disorders_and_administration_site_conditions
Administration_site_irritation;General_disorders_and_administration_site_conditions
Administration_site_irritation;General_disorders_and_administration_site_conditions
Administration_site_ischaemia;General_disorders_and_administration_site_conditions
Administration_site_ischaemia;General_disorders_and_administration_site_conditions
Administration_site_joint_discomfort;General_disorders_and_administration_site_conditions
Administration_site_joint_discomfort;General_disorders_and_administration_site_conditions
Administration_site_joint_discomfort;General_disorders_and_administration_site_conditions
Administration_site_joint_effusion;General_disorders_and_administration_site_conditions
Administration_site_joint_effusion;General_disorders_and_administration_site_conditions
Administration_site_joint_effusion;General_disorders_and_administration_site_conditions
Administration_site_joint_erythema;General_disorders_and_administration_site_conditions
Administration_site_joint_erythema;General_disorders_and_administration_site_conditions
Administration_site_joint_erythema;General_disorders_and_administration_site_conditions
