Entry	Gene names  (primary )	Gene names  (synonym )
Q9BSY4	CHCHD5	C2orf9
Q9UMQ3	BARX2	
Q04771	ACVR1	ACVRLK2
P54107	CRISP1	AEGL1
Q01432	AMPD3	
P01160	NPPA	ANP PND
Q8WW27	APOBEC4	C1orf169
Q9BQD7	ANTKMT	C16orf24 FAM173A
Q12955	ANK3	
P28039	AOAH	
Q4KMQ2	ANO6	TMEM16F
Q86SG2	ANKRD23	DARP
Q9NYQ7	CELSR3	CDHF11 EGFL1 FMI1 KIAA0812 MEGF2
Q8N5M1	ATPAF2	ATP12
P31749	AKT1	PKB RAC
Q53EZ4	CEP55	C10orf3 URCC6
Q8IUR7	ARMC8	
Q9P209	CEP72	KIAA1519
Q8NEM8	AGBL3	CCP3
P00395	MT-CO1	COI COXI MTCO1
P32247	BRS3	
Q13352	ITGB3BP	CENPR NRIF3
Q8N5B7	CERS5	LASS5
Q9HD87	C6orf50	
Q8NCU1	CCDC197	C14orf48 LINC00521
Q76B58	BRINP3	DBCCR1L DBCCR1L1 FAM5C
P09669	COX6C	
Q7Z7K0	CMC1	C3orf68
P0CG36	CFC1B	
Q4VC31	CCDC58	
Q8N6T3	ARFGAP1	ARF1GAP
Q9BXT2	CACNG6	
Q9ULU8	CADPS	CAPS CAPS1 KIAA1121
O60563	CCNT1	
P35318	ADM	AM
Q8N9H9	C1orf127	
P15812	CD1E	
P25063	CD24	CD24A
P55285	CDH6	
O75493	CA11	CARP2
Q8WTX7	CASTOR1	GATSL3
Q9P241	ATP10D	ATPVD KIAA1487
P35219	CA8	CALS
Q9BY15	ADGRE3	EMR3
O00468	AGRN	AGRIN
P09497	CLTB	
P51788	CLCN2	
Q9Y600	CSAD	CSD
Q9BYE9	CDHR2	PCDH24 PCLKC
Q6PB30	CSAG1	CSAGE
Q9NZK5	ADA2	ADGF CECR1 IDGFL
P56749	CLDN12	
Q9Y534	CSDC2	PIPPIN
Q8IVF2	AHNAK2	C14orf78 KIAA2019
O94886	TMEM63A	KIAA0489 KIAA0792
Q05682	CALD1	CAD CDM
Q9H305	CDIP1	C16orf5 CDIP LITAFL
A2AJT9	BCLAF3	CXorf23
Q9BZ11	ADAM33	C20orf153
Q15131	CDK10	
Q96B33	CLDN23	
Q14CW9	ATXN7L3	
P0DP24	CALM2	CAM2 CAMB
Q8NCV1	ADAD2	TENRL
Q5T6C5	ATXN7L2	
H7C241	CLDN34	
Q8N7P3	CLDN22	
Q99965	ADAM2	FTNB
P98198	ATP8B2	ATPID KIAA1137
Q96AP0	ACD	PIP1 PTOP TINT1 TPP1
P27824	CANX	
Q8WXE0	CASKIN2	KIAA1139
Q9BZP6	CHIA	
Q00610	CLTC	CLH17 CLTCL2 KIAA0034
O14936	CASK	LIN2
Q7Z695	ADCK2	AARF
Q5T2N8	ATAD3C	
Q5VUY0	AADACL3	
Q5VUY2	AADACL4	
Q8NFM4	ADCY4	
Q99941	ATF6B	CREBL1 G13
Q8IYS8	BOD1L2	BOD1P FAM44C
Q96DZ5	CLIP3	CLIPR59
P51828	ADCY7	KIAA0037
O94817	ATG12	APG12 APG12L
O43633	CHMP2A	BC2 CHMP2
O43741	PRKAB2	
O60641	SNAP91	KIAA0656
O60503	ADCY9	KIAA0520
P54619	PRKAG1	
Q7Z407	CSMD3	KIAA1894
Q9NZZ3	CHMP5	C9orf83 SNF7DC2
Q08708	CD300C	CMRF35 CMRF35A CMRF35A1 IGSF16
P22303	ACHE	
Q9H6B4	CLMP	ACAM ASAM
O75843	AP1G2	
Q13098	GPS1	COPS1 CSN1
O75503	CLN5	
Q7Z7G1	CLNK	MIST
Q9H9P2	CHODL	C21orf68
P04745	AMY1A; AMY1B; AMY1C	AMY1; AMY1; AMY1
P08236	GUSB	
Q96KA5	CLPTM1L	CRR9
P23560	BDNF	
Q9P2E5	CHPF2	CHSY3 CSGLCAT KIAA1402
P32297	CHRNA3	NACHRA3
Q3B7T3	BEAN1	
Q9BXX2	ANKRD30B	
P00505	GOT2	
C9JSJ3	BHMG1	
Q9Y587	AP4S1	
Q8IZ52	CHPF	CSS2
Q13542	EIF4EBP2	
O43916	CHST1	
Q6PCB6	ABHD17C	FAM108C1
Q9NS84	CHST7	
Q7Z5R6	APBB1IP	PREL1 RARP1 RIAM
Q9H2A9	CHST8	
Q6ZP65	BICDL1	BICDR1 CCDC64
Q9NPF2	CHST11	
A1A5D9	BICDL2	BICDR2 CCDC64B
Q8NCH0	CHST14	D4ST1
Q9NRB3	CHST12	
Q6AI39	BICRAL	GLTSCR1L KIAA0240
Q9NQY0	BIN3	
Q99758	ABCA3	ABC3
Q9BUW7	C9orf16	
Q5W0N0	C9orf57	
Q96LT7	C9orf72	
Q5VTT2	C9orf135	
Q96MD7	C9orf85	
Q5JWF8	ACTL10	C20orf134
Q5JTZ5	C9orf152	
P05093	CYP17A1	CYP17 S17AH
P08172	CHRM2	
Q9UJX3	ANAPC7	APC7
Q99828	CIB1	CIB KIP PRKDCIP
O95996	APC2	APCL
Q9BV73	CEP250	CEP2 CNAP1
Q9ULZ1	APLN	APEL
Q8WXF7	ATL1	GBP3 SPG3A
Q8NHU0	CT45A3	CT45-3 CT45-4 CT45A4
Q9UPZ9	CILK1	ICK KIAA0936
A0A087X1C5	CYP2D7	
Q9UNU6	CYP8B1	CYP12
P02656	APOC3	
P56277	CMC4	C6.1B MTCP1 MTCP1NB
P05090	APOD	
Q9BZB8	CPEB1	CPEB
Q9NZU1	FLRT1	
Q8TEF2	C10orf105	
A6NJI1	C11orf86	
Q9H3H3	C11orf68	BLES03
Q3C1V1	C11orf91	
Q96SN8	CDK5RAP2	CEP215 KIAA1633
Q8N769	C14orf178	
Q9NSA3	CTNNBIP1	ICAT
Q96Q91	SLC4A9	AE4 SBC5
Q8IZR5	CMTM4	CKLFSF4
Q13956	PDE6H	
Q9UKF6	CPSF3	CPSF73
P15291	B4GALT1	GGTB2
P16619	CCL3L1; CCL3L3	D17S1718 G0S19-2 SCYA3L1; 
P50416	CPT1A	CPT1
Q6QNY1	BLOC1S2	BLOS2 CEAP
Q8NHY0	B4GALNT2	GALGT2
Q68CK6	ACSM2B	ACSM2
Q96FQ7	LINC00526	C18orf18
Q9H8M5	CNNM2	ACDP2
Q9H8M1	COQ10B	
P53673	CRYBA4	
O43315	AQP9	SSC1
Q8NBQ7	AQP11	AQPX1
Q9BV87	CNPPD1	C2orf24
O95816	BAG2	
A6NIL9	CRYM-AS1	NCRNA00169
Q86Y29	BAGE3	
Q8IZ83	ALDH16A1	
Q8IZY5	BLID	BRCC2
Q676U5	ATG16L1	APG16L
P20848	SERPINA2	ARGS ATR PIL SERPINA2P
P01031	C5	CPAMD4
Q86WJ1	CHD1L	ALC1
P25067	COL8A2	
Q02930	CREB5	CREBPA
O75363	BCAS1	AIBC1 NABC1
Q15758	SLC1A5	ASCT2 M7V1 RDR RDRC
P24071	FCAR	CD89
Q9UJX6	ANAPC2	APC2 KIAA1406
Q9HBH7	BEX1	
Q9NUQ8	ABCF3	
P20800	EDN2	
O15544	LINC01565	C3orf27 GR6
Q9Y6V7	DDX49	
Q13206	DDX10	
Q8N8A6	DDX51	
P59020	DSCR9	
Q16832	DDR2	NTRKR3 TKT TYRO10
Q9H6S3	EPS8L2	EPS8R2
O43402	EMC8	C16orf2 C16orf4 COX4AL COX4NB FAM158B NOC4
O75618	DEDD	DEDPRO1 DEFT
Q8TE59	ADAMTS19	
Q01151	CD83	
P30203	CD6	
P06127	CD5	LEU1
Q5VUJ5	AGAP7P	AGAP7 CTGLF4
P38432	COIL	CLN80
Q96GN5	CDCA7L	HR1 JPO2 R1
P27701	CD82	KAI1 SAR2 ST6 TSPAN27
Q13112	CHAF1B	CAF1A CAF1P60 MPHOSPH7 MPP7
Q8IXJ9	ASXL1	KIAA0978
O43186	CRX	CORD2
Q96PE1	ADGRA2	GPR124 KIAA1531 TEM5
Q9ULX7	CA14	
Q14246	ADGRE1	EMR1 TM7LN3
Q99741	CDC6	CDC18L
P43166	CA7	
Q5R3K3	CALHM6	C6orf187 FAM26F
O00253	AGRP	AGRT ART
Q4VNC0	ATP13A5	
Q9BYV1	AGXT2	AGT2
P54707	ATP12A	ATP1AL1
P51790	CLCN3	
O14983	ATP2A1	
P51798	CLCN7	
Q5T3F8	TMEM63B	C6orf110
Q09666	AHNAK	PM227
P0C6P0	NBEAP1	BCL8 BCL8A
O75185	ATP2C2	KIAA0703 SPCA2
Q9Y5I7	CLDN16	PCLN1
Q8TBG4	ETNPPL	AGXT2L1
Q8IUZ5	PHYKPL	AGXT2L2
P56750	CLDN17	
Q14004	CDK13	CDC2L CDC2L5 CHED KIAA1791
P56856	CLDN18	
P0DP23	CALM1	CALM CAM CAM1
P48201	ATP5MC3	ATP5G3
C9JDP6	CLDN25	
Q00537	CDK17	PCTAIRE2 PCTK2
Q5H9F3	BCORL1	
Q6W2J9	BCOR	KIAA1575
Q9BWU1	CDK19	CDC2L6 CDK11 KIAA1028
O00501	CLDN5	AWAL TMVCF
O14493	CLDN4	CPER CPETR1 WBSCR8
O43520	ATP8B1	ATPIC FIC1 PFIC
Q9NY35	CLDND1	C3orf4
O75689	ADAP1	CENTA1
A9YTQ3	AHRR	BHLHE77 KIAA1234
Q9BUB4	ADAT1	
Q14406	CSHL1	CSHP1 CSL
O95433	AHSA1	C14orf3
Q719I0	AHSA2P	AHSA2
P11802	CDK4	
Q5SQI0	ATAT1	C6orf134 MEC17
Q9BZJ0	CRNKL1	CRN
P27797	CALR	CRTC
Q9GZX7	AICDA	AID
Q9BQI0	AIF1L	C9orf58 IBA2
P67870	CSNK2B	CK2N G5A
Q96NN9	AIFM3	AIFL
Q9Y276	BCS1L	BCS1
Q9BYF1	ACE2	
O43852	CALU	
Q86WG3	ATCAY	KIAA1872
Q9NVV5	AIG1	
A8MUP2	CSKMT	METTL12
P53675	CLTCL1	CLH22 CLTCL CLTD
Q9NYX4	CALY	DRD1IP
Q9NVI7	ATAD3A	
Q6P093	AADACL2	
O95260	ATE1	
P18847	ATF3	
Q6PD74	AAGAB	
Q08462	ADCY2	KIAA1060
P18850	ATF6	
Q9Y696	CLIC4	
P30622	CLIP1	CYLN1 RSN
Q8NFC6	BOD1L1	BOD1L FAM44A KIAA1327
O95622	ADCY5	
Q9Y478	PRKAB1	AMPK
Q9BY43	CHMP4A	C14orf123 SHAX2
Q13685	AAMP	
Q9UGM1	CHRNA9	NACHRA9
Q14457	BECN1	GT197
O00203	AP3B1	ADTB3A
P11230	CHRNB1	ACHRB CHRNB
P07510	CHRNG	ACHRG
Q400G9	AMZ1	KIAA1950
A2A2Z9	ANKRD18B	
Q9H0R1	AP5M1	C14orf108 MUDENG
Q7L1S5	CHST9	
Q9H1Y0	ATG5	APG5L ASP
Q00994	BEX3	DXS6984E NADE NGFRAP1
Q5H9J7	BEX5	NADE2 NGFRAP1L1
Q9H8E8	KAT14	CSRP2BP
Q9P2X8	LINC00474	C9orf27
O95704	APBB3	FE65L2
Q6P4H8	ATPSCKMT	FAM173B
Q5T035	C9orf129	
O00590	ACKR2	CCBP2 CCR10 CMKBR9 D6
Q15389	ANGPT1	KIAA0003
Q96S65	CSRNP1	AXUD1 TAIP3
P50461	CSRP3	CLP MLP
Q05048	CSTF1	
Q7Z7B0	FILIP1	KIAA1275
P20853	CYP2A7	
A0A1B0GTL2	C20orf204	PRR17
Q02318	CYP27A1	CYP27
Q5JQC4	CT47A1; CT47A2; CT47A3; CT47A4; CT47A5; CT47A6; CT47A7; CT47A8; CT47A9; CT47A10; CT47A11; CT47A12	CT47.1; CT47.2; CT47.3; CT47.4; CT47.5; CT47.6; CT47.7; CT47.8; CT47.9; CT47.10; CT47.11; CT47.12
Q86TX2	ACOT1	CTE1
P33260	CYP2C18	
P24903	CYP2F1	
Q92858	ATOH1	ATH1 BHLHA14
O15371	EIF3D	EIF3S7
Q06481	APLP2	APPL2
Q16850	CYP51A1	CYP51
O96005	CLPTM1	
Q86X95	CIR1	CIR
O43155	FLRT2	KIAA0405
O76031	CLPX	
O14791	APOL1	APOL
O95236	APOL3	
P41970	ELK3	NET SAP2
Q13794	PMAIP1	NOXA
Q86VU5	COMTD1	
Q96JB5	CDK5RAP3	IC53 LZAP
Q86U37	LINC01551	C14orf23
Q9UBX8	B4GALT6	
Q2HXU8	CLEC12B	
Q2KHT3	CLEC16A	KIAA0350
Q8N1N0	CLEC4F	CLECSF13
